Equipment Name,Type,Flowrate,Pressure,Temperature
Storage Tank-12504,Storage Tank,798.35,59.41,48.85
Compressor-12505,Compressor,101.6,82.53,334.82
Reactor-12506,Reactor,754.39,183.06,208.14
Heat Exchanger-12507,Heat Exchanger,146.72,89.26,439.73
Valve-12508,Valve,794.05,187.9,317.26
Valve-12509,Valve,573.78,10.7,129.58
Valve-12510,Valve,880.98,133.12,177.38
Distillation Column-12511,Distillation Column,674.8,111.92,393.72
Storage Tank-12512,Storage Tank,246.49,20.07,419.72
Valve-12513,Valve,781.62,43.38,35.94
Storage Tank-12514,Storage Tank,662.54,150.27,349.78
Storage Tank-12515,Storage Tank,500.2,138.27,280.09
Distillation Column-12516,Distillation Column,554.77,137.94,166.99
Distillation Column-12517,Distillation Column,476.27,90.37,487.07
Reactor-12518,Reactor,442.5,75.27,124.99
Heat Exchanger-12519,Heat Exchanger,505.11,165.61,385.5
Heat Exchanger-12520,Heat Exchanger,962.22,158.09,100.95
Reactor-12521,Reactor,253.14,99.71,182.14
Pump-12522,Pump,14.14,19.31,454.32
Pump-12523,Pump,312.53,104.77,167.29
Compressor-12524,Compressor,883.08,104.81,206.99
Reactor-12525,Reactor,952.62,167.21,459.73
Distillation Column-12526,Distillation Column,775.55,75.11,472.76
Storage Tank-12527,Storage Tank,227.28,65.31,257.0
Heat Exchanger-12528,Heat Exchanger,81.84,193.31,326.16
Valve-12529,Valve,952.88,41.31,473.42
Heat Exchanger-12530,Heat Exchanger,468.01,70.72,257.63
Reactor-12531,Reactor,213.9,86.24,68.75
Valve-12532,Valve,770.27,102.57,421.63
Distillation Column-12533,Distillation Column,949.97,102.1,64.6
Compressor-12534,Compressor,348.26,16.75,407.91
Storage Tank-12535,Storage Tank,25.11,102.95,422.27
Compressor-12536,Compressor,458.63,59.2,161.45
Reactor-12537,Reactor,81.23,6.62,404.1
Heat Exchanger-12538,Heat Exchanger,5.53,61.83,188.7
Reactor-12539,Reactor,170.69,30.6,402.67
Reactor-12540,Reactor,41.63,99.28,189.1
Valve-12541,Valve,640.4,94.63,61.58
Storage Tank-12542,Storage Tank,72.18,169.76,422.03
Distillation Column-12543,Distillation Column,375.92,1.09,96.72
Pump-12544,Pump,142.12,198.97,359.26
Heat Exchanger-12545,Heat Exchanger,609.93,154.11,53.3
Distillation Column-12546,Distillation Column,239.1,96.7,256.71
Heat Exchanger-12547,Heat Exchanger,744.71,174.05,222.82
Pump-12548,Pump,407.71,116.14,235.27
Heat Exchanger-12549,Heat Exchanger,181.91,87.74,285.04
Pump-12550,Pump,621.8,139.4,354.26
Pump-12551,Pump,175.53,52.87,445.77
Pump-12552,Pump,278.07,173.39,184.03
Valve-12553,Valve,44.11,118.3,145.96
Heat Exchanger-12554,Heat Exchanger,862.05,70.3,327.7
Reactor-12555,Reactor,178.77,129.29,416.04
Storage Tank-12556,Storage Tank,326.38,96.12,385.67
Distillation Column-12557,Distillation Column,360.41,84.82,427.93
Distillation Column-12558,Distillation Column,126.76,22.06,166.84
Heat Exchanger-12559,Heat Exchanger,374.14,120.36,349.18
Distillation Column-12560,Distillation Column,843.51,117.0,122.65
Heat Exchanger-12561,Heat Exchanger,68.43,141.73,413.42
Compressor-12562,Compressor,572.93,115.22,309.32
Distillation Column-12563,Distillation Column,892.63,191.72,196.05
Pump-12564,Pump,495.6,103.06,79.12
Compressor-12565,Compressor,655.49,125.77,139.0
Reactor-12566,Reactor,781.61,112.2,120.88
Compressor-12567,Compressor,6.72,54.95,117.02
Pump-12568,Pump,191.73,112.76,58.59
Pump-12569,Pump,449.19,89.64,352.2
Heat Exchanger-12570,Heat Exchanger,178.66,123.09,248.9
Valve-12571,Valve,412.03,164.86,131.94
Storage Tank-12572,Storage Tank,223.48,56.65,370.01
Heat Exchanger-12573,Heat Exchanger,729.95,17.81,66.64
Storage Tank-12574,Storage Tank,832.25,60.88,99.48
Distillation Column-12575,Distillation Column,942.26,122.01,443.88
Storage Tank-12576,Storage Tank,826.98,155.74,369.69
Reactor-12577,Reactor,960.87,87.93,417.79
Reactor-12578,Reactor,569.65,163.08,85.81
Storage Tank-12579,Storage Tank,166.25,71.24,316.53
Pump-12580,Pump,181.17,28.46,183.46
Storage Tank-12581,Storage Tank,590.1,38.54,357.11
Valve-12582,Valve,373.88,11.09,420.71
Valve-12583,Valve,6.16,20.57,143.71
Storage Tank-12584,Storage Tank,267.73,53.72,91.53
Storage Tank-12585,Storage Tank,53.44,189.13,318.78
Reactor-12586,Reactor,11.92,170.1,46.03
Compressor-12587,Compressor,375.39,9.78,117.66
Heat Exchanger-12588,Heat Exchanger,291.81,104.73,378.55
Distillation Column-12589,Distillation Column,141.58,120.71,272.33
Storage Tank-12590,Storage Tank,803.7,121.33,82.68
Distillation Column-12591,Distillation Column,58.92,39.72,180.82
Valve-12592,Valve,479.8,194.26,297.42
Valve-12593,Valve,51.83,130.96,209.35
Storage Tank-12594,Storage Tank,669.26,56.62,52.53
Heat Exchanger-12595,Heat Exchanger,992.61,113.6,222.51
Storage Tank-12596,Storage Tank,35.07,198.93,473.11
Heat Exchanger-12597,Heat Exchanger,684.76,108.2,245.73
Heat Exchanger-12598,Heat Exchanger,420.61,137.28,430.04
Heat Exchanger-12599,Heat Exchanger,373.3,133.82,437.28
Valve-12600,Valve,235.02,11.52,319.2
Distillation Column-12601,Distillation Column,216.11,145.65,370.82
Reactor-12602,Reactor,374.42,32.19,113.31
Pump-12603,Pump,118.93,141.82,146.89
Compressor-12604,Compressor,833.32,135.75,150.43
Heat Exchanger-12605,Heat Exchanger,869.99,67.62,81.22
Heat Exchanger-12606,Heat Exchanger,577.37,132.33,31.77
Pump-12607,Pump,412.13,125.26,203.24
Pump-12608,Pump,13.03,154.14,297.46
Distillation Column-12609,Distillation Column,359.82,138.14,235.17
Reactor-12610,Reactor,983.18,19.44,466.27
Storage Tank-12611,Storage Tank,344.57,157.06,347.05
Reactor-12612,Reactor,818.4,55.51,339.41
Pump-12613,Pump,443.8,102.39,212.57
Valve-12614,Valve,544.96,185.84,414.27
Storage Tank-12615,Storage Tank,829.31,31.39,214.55
Distillation Column-12616,Distillation Column,422.75,3.21,194.36
Distillation Column-12617,Distillation Column,947.23,27.4,90.19
Storage Tank-12618,Storage Tank,439.04,146.27,69.22
Heat Exchanger-12619,Heat Exchanger,482.66,94.28,354.65
Distillation Column-12620,Distillation Column,763.58,87.05,281.0
Storage Tank-12621,Storage Tank,151.96,172.27,375.02
Storage Tank-12622,Storage Tank,805.25,102.12,182.48
Storage Tank-12623,Storage Tank,584.23,52.54,124.3
Distillation Column-12624,Distillation Column,353.82,105.11,300.44
Compressor-12625,Compressor,318.62,1.1,115.64
Storage Tank-12626,Storage Tank,728.3,36.85,400.12
Heat Exchanger-12627,Heat Exchanger,635.14,142.67,187.49
Valve-12628,Valve,902.97,147.32,289.53
Valve-12629,Valve,204.17,20.97,232.58
Storage Tank-12630,Storage Tank,771.89,16.79,294.3
Reactor-12631,Reactor,359.49,178.66,332.14
Reactor-12632,Reactor,664.75,74.86,495.42
Pump-12633,Pump,360.61,182.21,97.11
Distillation Column-12634,Distillation Column,355.03,11.79,267.87
Reactor-12635,Reactor,381.47,180.74,247.91
Heat Exchanger-12636,Heat Exchanger,895.2,80.84,204.52
Reactor-12637,Reactor,536.08,37.73,275.78
Pump-12638,Pump,400.44,174.55,139.31
Compressor-12639,Compressor,890.51,0.87,212.97
Reactor-12640,Reactor,317.93,43.51,172.8
Pump-12641,Pump,735.07,184.0,425.23
Heat Exchanger-12642,Heat Exchanger,861.47,11.89,101.04
Compressor-12643,Compressor,736.93,22.08,435.21
Distillation Column-12644,Distillation Column,184.58,77.65,133.32
Reactor-12645,Reactor,520.1,77.3,456.66
Distillation Column-12646,Distillation Column,326.58,113.18,149.54
Pump-12647,Pump,216.62,127.63,418.62
Pump-12648,Pump,0.69,96.46,370.95
Valve-12649,Valve,103.44,153.21,377.51
Storage Tank-12650,Storage Tank,555.47,106.91,334.31
Storage Tank-12651,Storage Tank,692.91,154.1,286.69
Reactor-12652,Reactor,908.58,121.95,262.28
Compressor-12653,Compressor,201.78,74.71,330.61
Pump-12654,Pump,153.07,56.6,352.15
Distillation Column-12655,Distillation Column,969.8,125.09,20.8
Pump-12656,Pump,603.48,121.44,188.45
Distillation Column-12657,Distillation Column,515.33,80.18,91.86
Distillation Column-12658,Distillation Column,816.4,152.72,130.23
Compressor-12659,Compressor,22.96,108.48,204.0
Compressor-12660,Compressor,848.95,151.18,214.0
Compressor-12661,Compressor,567.48,70.57,255.07
Valve-12662,Valve,617.93,143.27,244.4
Heat Exchanger-12663,Heat Exchanger,723.39,113.09,298.71
Reactor-12664,Reactor,336.38,26.49,370.82
Reactor-12665,Reactor,120.55,182.63,240.41
Reactor-12666,Reactor,922.24,124.78,472.11
Compressor-12667,Compressor,823.81,96.17,119.83
Distillation Column-12668,Distillation Column,332.34,119.6,224.25
Reactor-12669,Reactor,303.46,183.75,298.93
Pump-12670,Pump,581.15,177.31,431.33
Valve-12671,Valve,350.57,166.95,184.72
Compressor-12672,Compressor,588.37,146.62,190.81
Reactor-12673,Reactor,936.7,79.85,382.33
Heat Exchanger-12674,Heat Exchanger,146.35,78.76,125.73
Compressor-12675,Compressor,515.89,12.77,85.37
Heat Exchanger-12676,Heat Exchanger,226.74,51.42,66.32
Compressor-12677,Compressor,402.81,135.38,404.45
Compressor-12678,Compressor,56.24,15.87,478.41
Valve-12679,Valve,805.01,103.87,351.34
Pump-12680,Pump,733.34,183.09,329.1
Storage Tank-12681,Storage Tank,850.8,40.27,92.16
Pump-12682,Pump,516.42,17.0,395.19
Heat Exchanger-12683,Heat Exchanger,309.2,110.96,51.49
Pump-12684,Pump,283.76,136.99,458.88
Compressor-12685,Compressor,565.62,183.19,278.0
Reactor-12686,Reactor,851.79,156.02,463.65
Valve-12687,Valve,353.64,75.65,109.48
Distillation Column-12688,Distillation Column,169.38,143.26,219.66
Storage Tank-12689,Storage Tank,227.19,128.01,390.83
Pump-12690,Pump,987.54,60.98,77.74
Compressor-12691,Compressor,628.67,49.64,181.87
Storage Tank-12692,Storage Tank,414.55,139.68,24.95
Distillation Column-12693,Distillation Column,642.3,80.13,445.56
Pump-12694,Pump,188.16,59.98,199.24
Reactor-12695,Reactor,639.55,19.39,209.86
Storage Tank-12696,Storage Tank,396.39,164.44,124.71
Compressor-12697,Compressor,309.99,27.34,221.9
Reactor-12698,Reactor,144.07,117.35,250.41
Pump-12699,Pump,126.37,139.86,428.38
Pump-12700,Pump,283.17,14.49,495.94
Reactor-12701,Reactor,100.71,76.65,411.46
Distillation Column-12702,Distillation Column,241.43,11.58,215.02
Valve-12703,Valve,46.09,124.16,401.22
Reactor-12704,Reactor,847.05,56.29,486.68
Distillation Column-12705,Distillation Column,241.94,6.2,226.25
Distillation Column-12706,Distillation Column,516.88,91.93,270.55
Storage Tank-12707,Storage Tank,393.02,32.81,56.52
Valve-12708,Valve,232.42,103.67,54.33
Pump-12709,Pump,627.16,69.28,102.23
Reactor-12710,Reactor,297.77,43.03,226.86
Distillation Column-12711,Distillation Column,50.48,4.87,199.23
Reactor-12712,Reactor,966.33,56.79,196.67
Storage Tank-12713,Storage Tank,769.93,154.69,250.49
Valve-12714,Valve,756.84,131.5,98.93
Heat Exchanger-12715,Heat Exchanger,1.89,192.48,286.21
Heat Exchanger-12716,Heat Exchanger,240.3,126.34,446.37
Compressor-12717,Compressor,95.78,4.86,388.44
Compressor-12718,Compressor,521.66,128.99,254.3
Heat Exchanger-12719,Heat Exchanger,974.33,47.37,333.87
Storage Tank-12720,Storage Tank,810.72,138.5,460.82
Pump-12721,Pump,404.93,157.0,100.23
Distillation Column-12722,Distillation Column,390.08,159.45,79.44
Valve-12723,Valve,249.98,13.39,330.31
Distillation Column-12724,Distillation Column,60.05,126.81,201.5
Pump-12725,Pump,554.15,153.19,40.68
Pump-12726,Pump,543.51,51.44,325.7
Heat Exchanger-12727,Heat Exchanger,828.71,166.16,260.78
Heat Exchanger-12728,Heat Exchanger,923.05,48.49,334.15
Distillation Column-12729,Distillation Column,803.71,105.51,336.64
Valve-12730,Valve,674.08,166.36,358.3
Reactor-12731,Reactor,136.76,166.5,33.17
Compressor-12732,Compressor,492.75,102.68,188.41
Pump-12733,Pump,741.76,77.44,150.5
Valve-12734,Valve,290.77,20.26,164.66
Pump-12735,Pump,853.5,58.22,86.45
Compressor-12736,Compressor,577.18,137.23,222.39
Storage Tank-12737,Storage Tank,804.36,106.13,347.38
Heat Exchanger-12738,Heat Exchanger,857.66,7.13,248.29
Compressor-12739,Compressor,124.49,37.88,129.85
Valve-12740,Valve,945.35,124.87,360.96
Pump-12741,Pump,624.74,171.38,497.69
Reactor-12742,Reactor,607.95,129.9,472.29
Storage Tank-12743,Storage Tank,312.65,172.4,401.25
Valve-12744,Valve,249.78,170.98,338.71
Heat Exchanger-12745,Heat Exchanger,758.55,168.46,98.2
Valve-12746,Valve,664.75,170.46,473.59
Valve-12747,Valve,650.25,77.46,313.39
Pump-12748,Pump,308.6,16.1,112.88
Pump-12749,Pump,836.97,77.13,373.66
Compressor-12750,Compressor,629.79,149.94,322.29
Pump-12751,Pump,349.75,88.84,476.34
Pump-12752,Pump,989.22,174.0,292.36
Distillation Column-12753,Distillation Column,778.68,17.45,302.26
Compressor-12754,Compressor,419.26,36.42,63.69
Reactor-12755,Reactor,500.33,13.83,38.96
Pump-12756,Pump,641.93,54.19,158.42
Compressor-12757,Compressor,503.49,12.47,299.75
Pump-12758,Pump,111.91,24.33,488.12
Heat Exchanger-12759,Heat Exchanger,171.62,122.12,261.21
Reactor-12760,Reactor,723.09,134.23,93.5
Distillation Column-12761,Distillation Column,862.15,54.38,322.8
Reactor-12762,Reactor,907.54,119.78,411.34
Storage Tank-12763,Storage Tank,282.78,199.84,417.08
Distillation Column-12764,Distillation Column,790.84,98.98,92.48
Pump-12765,Pump,536.26,29.9,51.23
Pump-12766,Pump,41.77,84.82,280.89
Storage Tank-12767,Storage Tank,693.5,90.83,279.11
Distillation Column-12768,Distillation Column,423.82,146.1,426.34
Reactor-12769,Reactor,638.08,127.59,325.06
Pump-12770,Pump,356.59,138.77,33.99
Pump-12771,Pump,678.14,125.04,128.02
Storage Tank-12772,Storage Tank,672.95,119.8,129.82
Heat Exchanger-12773,Heat Exchanger,831.61,93.1,468.29
Pump-12774,Pump,878.55,142.97,80.78
Valve-12775,Valve,61.99,38.76,156.91
Valve-12776,Valve,789.65,38.71,227.57
Heat Exchanger-12777,Heat Exchanger,406.2,178.22,308.56
Storage Tank-12778,Storage Tank,382.89,31.75,44.28
Heat Exchanger-12779,Heat Exchanger,241.78,132.38,474.76
Heat Exchanger-12780,Heat Exchanger,486.59,26.88,446.95
Distillation Column-12781,Distillation Column,66.29,145.75,234.96
Pump-12782,Pump,176.56,178.83,385.21
Compressor-12783,Compressor,889.24,69.6,472.0
Pump-12784,Pump,289.35,163.24,82.66
Storage Tank-12785,Storage Tank,510.85,26.86,469.56
Pump-12786,Pump,481.64,108.14,162.03
Pump-12787,Pump,93.97,107.48,323.22
Heat Exchanger-12788,Heat Exchanger,142.15,156.66,38.98
Heat Exchanger-12789,Heat Exchanger,275.75,180.94,248.51
Compressor-12790,Compressor,692.97,29.96,298.88
Heat Exchanger-12791,Heat Exchanger,860.27,77.17,269.03
Valve-12792,Valve,702.92,134.78,432.28
Storage Tank-12793,Storage Tank,896.85,55.7,350.17
Valve-12794,Valve,129.64,88.74,374.28
Heat Exchanger-12795,Heat Exchanger,932.81,77.98,213.92
Valve-12796,Valve,133.99,174.82,221.41
Reactor-12797,Reactor,277.63,72.63,326.61
Pump-12798,Pump,101.77,190.21,462.46
Valve-12799,Valve,775.78,144.24,51.01
Reactor-12800,Reactor,246.94,129.31,321.16
Storage Tank-12801,Storage Tank,820.71,35.76,129.54
Storage Tank-12802,Storage Tank,506.87,85.52,380.04
Valve-12803,Valve,511.71,72.67,410.61
Valve-12804,Valve,442.68,166.67,94.72
Compressor-12805,Compressor,687.45,9.84,378.36
Compressor-12806,Compressor,494.11,76.36,153.87
Distillation Column-12807,Distillation Column,46.19,23.52,63.12
Valve-12808,Valve,122.66,106.28,106.49
Compressor-12809,Compressor,444.05,183.53,461.02
Pump-12810,Pump,690.65,142.8,222.15
Distillation Column-12811,Distillation Column,24.86,77.94,157.09
Distillation Column-12812,Distillation Column,722.8,170.18,65.23
Reactor-12813,Reactor,222.07,90.17,254.71
Heat Exchanger-12814,Heat Exchanger,457.89,45.7,347.26
Distillation Column-12815,Distillation Column,325.87,66.9,370.04
Heat Exchanger-12816,Heat Exchanger,372.45,59.96,420.19
Compressor-12817,Compressor,479.32,187.8,118.7
Reactor-12818,Reactor,178.24,141.27,61.57
Valve-12819,Valve,499.74,66.44,461.25
Storage Tank-12820,Storage Tank,894.21,152.86,278.84
Storage Tank-12821,Storage Tank,944.04,186.02,127.77
Reactor-12822,Reactor,312.93,26.07,307.54
Valve-12823,Valve,603.25,164.57,244.77
Storage Tank-12824,Storage Tank,312.2,121.75,376.37
Pump-12825,Pump,760.12,14.17,481.44
Distillation Column-12826,Distillation Column,232.77,157.99,349.45
Pump-12827,Pump,596.69,62.13,354.97
Reactor-12828,Reactor,690.52,178.78,451.22
Compressor-12829,Compressor,222.92,118.98,366.54
Distillation Column-12830,Distillation Column,418.06,175.31,245.39
Pump-12831,Pump,419.27,81.93,465.3
Reactor-12832,Reactor,660.11,141.24,369.34
Heat Exchanger-12833,Heat Exchanger,826.55,61.27,403.18
Distillation Column-12834,Distillation Column,535.33,92.02,351.92
Heat Exchanger-12835,Heat Exchanger,40.53,14.22,310.04
Compressor-12836,Compressor,490.49,10.55,212.06
Valve-12837,Valve,496.97,154.66,477.54
Compressor-12838,Compressor,9.24,93.8,196.04
Compressor-12839,Compressor,889.33,116.65,146.14
Compressor-12840,Compressor,976.63,150.38,465.58
Valve-12841,Valve,682.68,99.48,253.53
Valve-12842,Valve,206.38,155.04,492.99
Heat Exchanger-12843,Heat Exchanger,972.92,15.59,178.81
Storage Tank-12844,Storage Tank,854.86,186.84,84.87
Pump-12845,Pump,269.16,36.67,105.88
Valve-12846,Valve,740.06,160.07,315.43
Reactor-12847,Reactor,551.14,83.01,352.73
Storage Tank-12848,Storage Tank,710.27,117.39,345.9
Reactor-12849,Reactor,275.06,92.27,22.24
Pump-12850,Pump,289.15,116.37,327.81
Pump-12851,Pump,298.26,115.58,276.58
Valve-12852,Valve,284.49,30.68,112.84
Valve-12853,Valve,257.08,94.96,237.09
Distillation Column-12854,Distillation Column,766.09,5.32,305.69
Valve-12855,Valve,483.09,39.23,199.06
Heat Exchanger-12856,Heat Exchanger,516.41,194.34,109.3
Reactor-12857,Reactor,684.62,124.5,476.52
Storage Tank-12858,Storage Tank,630.37,122.75,421.44
Distillation Column-12859,Distillation Column,951.3,99.66,54.31
Valve-12860,Valve,141.99,161.92,399.45
Heat Exchanger-12861,Heat Exchanger,263.67,96.57,393.24
Pump-12862,Pump,849.3,106.12,277.11
Heat Exchanger-12863,Heat Exchanger,93.82,97.16,351.29
Storage Tank-12864,Storage Tank,274.74,17.11,339.2
Distillation Column-12865,Distillation Column,140.54,190.39,259.18
Compressor-12866,Compressor,58.39,9.23,233.53
Distillation Column-12867,Distillation Column,219.37,183.1,349.96
Reactor-12868,Reactor,860.19,198.55,133.05
Storage Tank-12869,Storage Tank,197.8,169.99,236.0
Reactor-12870,Reactor,502.97,90.53,433.15
Compressor-12871,Compressor,582.77,2.01,481.44
Distillation Column-12872,Distillation Column,463.65,8.48,305.57
Storage Tank-12873,Storage Tank,682.93,19.2,429.49
Storage Tank-12874,Storage Tank,8.99,171.27,493.11
Valve-12875,Valve,426.65,42.13,493.87
Valve-12876,Valve,992.66,130.13,471.04
Reactor-12877,Reactor,479.08,137.26,118.85
Distillation Column-12878,Distillation Column,443.72,179.18,482.42
Pump-12879,Pump,267.5,86.36,425.2
Pump-12880,Pump,295.95,180.41,269.24
Storage Tank-12881,Storage Tank,61.42,73.57,474.26
Distillation Column-12882,Distillation Column,336.21,181.2,231.07
Storage Tank-12883,Storage Tank,620.57,38.38,206.38
Compressor-12884,Compressor,600.17,111.11,224.83
Storage Tank-12885,Storage Tank,425.28,37.29,194.27
Pump-12886,Pump,880.25,56.23,141.94
Storage Tank-12887,Storage Tank,284.7,31.25,328.58
Valve-12888,Valve,291.0,5.73,121.85
Reactor-12889,Reactor,32.32,86.87,340.36
Compressor-12890,Compressor,656.04,141.35,163.85
Storage Tank-12891,Storage Tank,953.31,29.92,283.95
Compressor-12892,Compressor,246.98,80.61,103.29
Heat Exchanger-12893,Heat Exchanger,670.54,129.07,239.46
Heat Exchanger-12894,Heat Exchanger,797.27,89.68,46.21
Pump-12895,Pump,131.95,35.07,406.44
Reactor-12896,Reactor,936.51,52.0,351.59
Pump-12897,Pump,219.5,178.78,233.88
Compressor-12898,Compressor,471.58,29.68,209.33
Pump-12899,Pump,962.96,142.86,194.18
Distillation Column-12900,Distillation Column,634.5,100.47,300.44
Storage Tank-12901,Storage Tank,200.27,92.65,340.29
Valve-12902,Valve,955.38,62.67,450.93
Reactor-12903,Reactor,793.07,81.21,108.76
Heat Exchanger-12904,Heat Exchanger,116.22,127.08,197.99
Distillation Column-12905,Distillation Column,919.41,124.17,86.46
Distillation Column-12906,Distillation Column,340.05,164.74,272.16
Distillation Column-12907,Distillation Column,814.9,59.5,364.89
Compressor-12908,Compressor,277.48,82.57,274.73
Compressor-12909,Compressor,586.49,101.05,446.4
Storage Tank-12910,Storage Tank,170.51,102.56,178.01
Valve-12911,Valve,0.4,5.13,54.74
Heat Exchanger-12912,Heat Exchanger,135.38,100.85,244.79
Distillation Column-12913,Distillation Column,969.22,7.17,91.09
